scene,video,true_label,frame,angle,hip_height,bbox_ratio
URFD_adl,adl-13,ADL,170,14.7708,0.4398,0.2104
URFD_adl,adl-13,ADL,171,15.7314,0.4459,0.2236
URFD_adl,adl-13,ADL,172,17.2082,0.4503,0.2333
URFD_adl,adl-13,ADL,173,16.7092,0.4741,0.2360
URFD_adl,adl-13,ADL,174,19.0392,0.4782,0.2579
URFD_adl,adl-13,ADL,175,20.1487,0.4903,0.2832
URFD_adl,adl-13,ADL,176,19.6054,0.4951,0.2899
URFD_adl,adl-13,ADL,177,22.5925,0.5145,0.3138
URFD_adl,adl-13,ADL,178,25.3144,0.5040,0.3108
URFD_adl,adl-13,ADL,179,25.7619,0.5092,0.3175
URFD_adl,adl-13,ADL,180,26.8721,0.5361,0.3718
URFD_adl,adl-13,ADL,181,23.6277,0.5503,0.3398
URFD_adl,adl-13,ADL,182,25.8816,0.5578,0.3687
URFD_adl,adl-13,ADL,183,,,
URFD_adl,adl-13,ADL,184,,,
URFD_adl,adl-13,ADL,185,,,
URFD_adl,adl-13,ADL,186,37.1092,0.5557,0.4247
URFD_adl,adl-13,ADL,187,,,
URFD_adl,adl-13,ADL,188,,,
URFD_adl,adl-13,ADL,189,,,
URFD_adl,adl-13,ADL,190,,,
URFD_adl,adl-13,ADL,191,,,
URFD_adl,adl-13,ADL,192,,,
URFD_adl,adl-13,ADL,193,,,
URFD_adl,adl-13,ADL,194,,,
URFD_adl,adl-13,ADL,195,,,
URFD_adl,adl-13,ADL,196,,,
URFD_adl,adl-13,ADL,197,,,
URFD_adl,adl-13,ADL,198,,,
URFD_adl,adl-13,ADL,199,,,
URFD_adl,adl-13,ADL,200,,,
URFD_adl,adl-13,ADL,201,,,
URFD_adl,adl-13,ADL,202,,,
URFD_adl,adl-13,ADL,203,,,
URFD_adl,adl-13,ADL,204,,,
URFD_adl,adl-13,ADL,205,,,
URFD_adl,adl-13,ADL,206,,,
URFD_adl,adl-13,ADL,207,,,
URFD_adl,adl-13,ADL,208,,,
URFD_adl,adl-13,ADL,209,,,
URFD_adl,adl-13,ADL,210,,,
URFD_adl,adl-13,ADL,211,,,
URFD_adl,adl-13,ADL,212,,,
URFD_adl,adl-13,ADL,213,,,
URFD_adl,adl-13,ADL,214,,,
URFD_adl,adl-13,ADL,215,,,
URFD_adl,adl-13,ADL,216,,,
URFD_adl,adl-13,ADL,217,,,
URFD_adl,adl-13,ADL,218,,,
URFD_adl,adl-13,ADL,219,,,
URFD_adl,adl-13,ADL,220,,,
URFD_adl,adl-13,ADL,221,,,
URFD_adl,adl-13,ADL,222,,,
URFD_adl,adl-13,ADL,223,,,
URFD_adl,adl-13,ADL,224,,,
URFD_adl,adl-13,ADL,225,,,
URFD_adl,adl-13,ADL,226,,,
URFD_adl,adl-13,ADL,227,,,
URFD_adl,adl-13,ADL,228,,,
URFD_adl,adl-13,ADL,229,,,
URFD_adl,adl-13,ADL,230,,,
URFD_adl,adl-13,ADL,231,,,
URFD_adl,adl-13,ADL,232,,,
URFD_adl,adl-13,ADL,233,,,
URFD_adl,adl-13,ADL,234,,,
URFD_adl,adl-13,ADL,235,,,
URFD_adl,adl-13,ADL,236,,,
URFD_adl,adl-13,ADL,237,,,
URFD_adl,adl-13,ADL,238,,,
URFD_adl,adl-13,ADL,239,11.8719,0.5106,0.2487
URFD_adl,adl-13,ADL,240,27.7135,0.5004,0.3539
URFD_adl,adl-13,ADL,241,30.0381,0.4670,0.3355
URFD_adl,adl-13,ADL,242,29.3896,0.4462,0.3281
URFD_adl,adl-13,ADL,243,25.1353,0.4531,0.2967
URFD_adl,adl-13,ADL,244,22.8706,0.4439,0.2848
URFD_adl,adl-13,ADL,245,23.9683,0.4271,0.2762
URFD_adl,adl-13,ADL,246,22.3365,0.4320,0.2662
URFD_adl,adl-13,ADL,247,17.7410,0.4393,0.2356
URFD_adl,adl-13,ADL,248,16.3968,0.4279,0.2209
URFD_adl,adl-13,ADL,249,15.8888,0.4264,0.2159
URFD_adl,adl-13,ADL,250,14.2760,0.4356,0.2060
URFD_adl,adl-13,ADL,251,12.4570,0.4326,0.1968
URFD_adl,adl-13,ADL,252,11.8859,0.4333,0.1806
URFD_adl,adl-13,ADL,253,9.2473,0.4301,0.1847
URFD_adl,adl-13,ADL,254,7.8226,0.4387,0.1612
URFD_adl,adl-13,ADL,255,6.9405,0.4331,0.1660
URFD_adl,adl-13,ADL,256,5.2214,0.4316,0.1572
URFD_adl,adl-13,ADL,257,5.2191,0.4282,0.1574
URFD_adl,adl-13,ADL,258,4.3052,0.4311,0.1498
URFD_adl,adl-13,ADL,259,3.4028,0.4244,0.1540
URFD_adl,adl-13,ADL,260,1.8612,0.4223,0.1575
URFD_adl,adl-13,ADL,261,0.3475,0.4263,0.1614
URFD_adl,adl-13,ADL,262,0.8090,0.4236,0.1657
URFD_adl,adl-13,ADL,263,1.2039,0.4270,0.1849
URFD_adl,adl-13,ADL,264,1.7835,0.4241,0.1793
URFD_adl,adl-13,ADL,265,2.4321,0.4253,0.1823
URFD_adl,adl-14,ADL,1,,,
URFD_adl,adl-14,ADL,2,,,
URFD_adl,adl-14,ADL,3,,,
URFD_adl,adl-14,ADL,4,,,
URFD_adl,adl-14,ADL,5,,,
URFD_adl,adl-14,ADL,6,,,
URFD_adl,adl-14,ADL,7,,,
URFD_adl,adl-14,ADL,8,,,
URFD_adl,adl-14,ADL,9,,,
URFD_adl,adl-14,ADL,10,,,
URFD_adl,adl-14,ADL,11,,,
URFD_adl,adl-14,ADL,12,,,
URFD_adl,adl-14,ADL,13,,,
URFD_adl,adl-14,ADL,14,,,
URFD_adl,adl-14,ADL,15,,,
URFD_adl,adl-14,ADL,16,,,
URFD_adl,adl-14,ADL,17,,,
URFD_adl,adl-14,ADL,18,,,
URFD_adl,adl-14,ADL,19,,,
URFD_adl,adl-14,ADL,20,,,
URFD_adl,adl-14,ADL,21,,,
URFD_adl,adl-14,ADL,22,,,
URFD_adl,adl-14,ADL,23,,,
URFD_adl,adl-14,ADL,24,,,
URFD_adl,adl-14,ADL,25,,,
URFD_adl,adl-14,ADL,26,,,
URFD_adl,adl-14,ADL,27,,,
URFD_adl,adl-14,ADL,28,,,
URFD_adl,adl-14,ADL,29,,,
URFD_adl,adl-14,ADL,30,,,
URFD_adl,adl-14,ADL,31,,,
URFD_adl,adl-14,ADL,32,,,
URFD_adl,adl-14,ADL,33,,,
URFD_adl,adl-14,ADL,34,,,
URFD_adl,adl-14,ADL,35,,,
URFD_adl,adl-14,ADL,36,,,
URFD_adl,adl-14,ADL,37,,,
URFD_adl,adl-14,ADL,38,,,
URFD_adl,adl-14,ADL,39,,,
URFD_adl,adl-14,ADL,40,,,
URFD_adl,adl-14,ADL,41,,,
URFD_adl,adl-14,ADL,42,,,
URFD_adl,adl-14,ADL,43,,,
URFD_adl,adl-14,ADL,44,,,
URFD_adl,adl-14,ADL,45,,,
URFD_adl,adl-14,ADL,46,,,
URFD_adl,adl-14,ADL,47,,,
URFD_adl,adl-14,ADL,48,,,
URFD_adl,adl-14,ADL,49,,,
URFD_adl,adl-14,ADL,50,,,
URFD_adl,adl-14,ADL,51,,,
URFD_adl,adl-14,ADL,52,,,
URFD_adl,adl-14,ADL,53,,,
URFD_adl,adl-14,ADL,54,,,
URFD_adl,adl-14,ADL,55,,,
URFD_adl,adl-14,ADL,56,,,
URFD_adl,adl-14,ADL,57,,,
URFD_adl,adl-14,ADL,58,,,
URFD_adl,adl-14,ADL,59,,,
URFD_adl,adl-14,ADL,60,,,
URFD_adl,adl-14,ADL,61,,,
URFD_adl,adl-14,ADL,62,4.8623,0.5383,0.2753
URFD_adl,adl-14,ADL,63,1.6130,0.5511,0.3431
URFD_adl,adl-14,ADL,64,2.6763,0.5510,0.3641
URFD_adl,adl-14,ADL,65,3.2324,0.5433,0.2808
URFD_adl,adl-14,ADL,66,2.4663,0.5419,0.2912
URFD_adl,adl-14,ADL,67,5.1270,0.5475,0.3353
URFD_adl,adl-14,ADL,68,4.2858,0.5412,0.3364
URFD_adl,adl-14,ADL,69,3.0824,0.5376,0.3787
URFD_adl,adl-14,ADL,70,3.2221,0.5417,0.2953
URFD_adl,adl-14,ADL,71,2.1067,0.5475,0.3368
URFD_adl,adl-14,ADL,72,2.7888,0.5468,0.3100
URFD_adl,adl-14,ADL,73,2.4467,0.5572,0.3036
URFD_adl,adl-14,ADL,74,1.8924,0.5448,0.3100
URFD_adl,adl-14,ADL,75,1.2335,0.5391,0.2684
URFD_adl,adl-14,ADL,76,0.3648,0.5326,0.2583
URFD_adl,adl-14,ADL,77,0.5496,0.5390,0.3056
URFD_adl,adl-14,ADL,78,2.3092,0.5336,0.2682
URFD_adl,adl-14,ADL,79,2.1685,0.5390,0.3151
URFD_adl,adl-14,ADL,80,1.9786,0.5324,0.2734
URFD_adl,adl-14,ADL,81,1.4269,0.5306,0.2399
URFD_adl,adl-14,ADL,82,0.4381,0.5296,0.2426
URFD_adl,adl-14,ADL,83,0.7318,0.5247,0.2429
URFD_adl,adl-14,ADL,84,0.6651,0.5256,0.2445
URFD_adl,adl-14,ADL,85,1.4905,0.5356,0.3180
URFD_adl,adl-14,ADL,86,0.6942,0.5268,0.2377
URFD_adl,adl-14,ADL,87,0.1185,0.5222,0.2211
URFD_adl,adl-14,ADL,88,0.1184,0.5137,0.2431
URFD_adl,adl-14,ADL,89,0.4146,0.5136,0.2357
URFD_adl,adl-14,ADL,90,0.5332,0.5175,0.2508
URFD_adl,adl-14,ADL,91,0.6835,0.5128,0.3326
URFD_adl,adl-14,ADL,92,0.0221,0.5132,0.2610
URFD_adl,adl-14,ADL,93,0.9122,0.5080,0.3474
URFD_adl,adl-14,ADL,94,0.4110,0.5011,0.2466
URFD_adl,adl-14,ADL,95,0.4970,0.4926,0.2463
URFD_adl,adl-14,ADL,96,1.3695,0.4920,0.2460
URFD_adl,adl-14,ADL,97,0.9867,0.4852,0.2480
URFD_adl,adl-14,ADL,98,1.1362,0.4923,0.2354
URFD_adl,adl-14,ADL,99,2.0885,0.4900,0.2204
URFD_adl,adl-14,ADL,100,1.1048,0.4920,0.2372
URFD_adl,adl-14,ADL,101,2.8596,0.4935,0.2289
URFD_adl,adl-14,ADL,102,2.9292,0.4926,0.2351
URFD_adl,adl-14,ADL,103,2.3650,0.4932,0.2403
URFD_adl,adl-14,ADL,104,3.4864,0.4910,0.2418
URFD_adl,adl-14,ADL,105,2.8362,0.4944,0.2346
URFD_adl,adl-14,ADL,106,1.4165,0.4916,0.2391
URFD_adl,adl-14,ADL,107,2.2556,0.4897,0.2385
URFD_adl,adl-14,ADL,108,1.6263,0.4967,0.2443
URFD_adl,adl-14,ADL,109,0.7459,0.4935,0.2397
URFD_adl,adl-14,ADL,110,0.6079,0.4912,0.2460
URFD_adl,adl-14,ADL,111,0.2602,0.4901,0.2458
URFD_adl,adl-14,ADL,112,0.5556,0.4864,0.2590
URFD_adl,adl-14,ADL,113,0.6420,0.4870,0.2616
URFD_adl,adl-14,ADL,114,0.0655,0.4825,0.2611
URFD_adl,adl-14,ADL,115,0.8153,0.4854,0.2663
URFD_adl,adl-14,ADL,116,1.0727,0.4828,0.2649
URFD_adl,adl-14,ADL,117,2.2982,0.4811,0.2611
URFD_adl,adl-14,ADL,118,1.9037,0.4872,0.2711
URFD_adl,adl-14,ADL,119,2.2173,0.4790,0.2689
URFD_adl,adl-14,ADL,120,1.9681,0.4809,0.2630
URFD_adl,adl-14,ADL,121,1.7911,0.4814,0.2570
URFD_adl,adl-14,ADL,122,2.1059,0.4809,0.2587
URFD_adl,adl-14,ADL,123,2.2745,0.4799,0.2541
URFD_adl,adl-14,ADL,124,3.1547,0.4803,0.2564
URFD_adl,adl-14,ADL,125,2.2014,0.4786,0.2522
URFD_adl,adl-14,ADL,126,2.6350,0.4738,0.2523
URFD_adl,adl-14,ADL,127,2.3188,0.4697,0.2515
URFD_adl,adl-14,ADL,128,1.3009,0.4772,0.2441
URFD_adl,adl-14,ADL,129,1.4102,0.4736,0.2426
URFD_adl,adl-14,ADL,130,0.8358,0.4817,0.2381
URFD_adl,adl-14,ADL,131,0.7480,0.4803,0.2396
URFD_adl,adl-14,ADL,132,1.3236,0.4748,0.2428
URFD_adl,adl-14,ADL,133,1.3828,0.4694,0.2307
URFD_adl,adl-14,ADL,134,1.9477,0.4650,0.2261
URFD_adl,adl-14,ADL,135,1.2594,0.4695,0.2245
URFD_adl,adl-14,ADL,136,0.8846,0.4624,0.2126
URFD_adl,adl-14,ADL,137,0.6066,0.4690,0.2162
URFD_adl,adl-14,ADL,138,0.3685,0.4641,0.2162
URFD_adl,adl-14,ADL,139,0.1279,0.4665,0.2198
URFD_adl,adl-14,ADL,140,0.3252,0.4690,0.2207
URFD_adl,adl-14,ADL,141,1.2094,0.4636,0.2242
URFD_adl,adl-14,ADL,142,1.0579,0.4583,0.2255
URFD_adl,adl-14,ADL,143,2.3783,0.4551,0.2213
URFD_adl,adl-14,ADL,144,2.8461,0.4574,0.2272
URFD_adl,adl-14,ADL,145,3.2140,0.4552,0.2427
URFD_adl,adl-14,ADL,146,4.3743,0.4466,0.2353
URFD_adl,adl-14,ADL,147,4.3558,0.4476,0.2424
URFD_adl,adl-14,ADL,148,4.2486,0.4526,0.2353
URFD_adl,adl-14,ADL,149,4.6944,0.4487,0.2372
URFD_adl,adl-14,ADL,150,4.8669,0.4457,0.2357
URFD_adl,adl-14,ADL,151,4.8974,0.4516,0.2389
URFD_adl,adl-14,ADL,152,5.0579,0.4484,0.2327
URFD_adl,adl-14,ADL,153,5.7530,0.4454,0.2268
URFD_adl,adl-14,ADL,154,5.6040,0.4481,0.2308
URFD_adl,adl-14,ADL,155,5.1609,0.4553,0.2254
URFD_adl,adl-14,ADL,156,5.1743,0.4606,0.2295
URFD_adl,adl-14,ADL,157,5.3345,0.4669,0.2315
URFD_adl,adl-14,ADL,158,5.4582,0.4760,0.2412
URFD_adl,adl-14,ADL,159,5.5840,0.4888,0.2606
URFD_adl,adl-14,ADL,160,7.4028,0.4981,0.2652
URFD_adl,adl-14,ADL,161,7.6804,0.5144,0.2859
URFD_adl,adl-14,ADL,162,9.5229,0.5257,0.3129
URFD_adl,adl-14,ADL,163,10.8910,0.5315,0.3429
URFD_adl,adl-14,ADL,164,13.9102,0.5412,0.3591
URFD_adl,adl-14,ADL,165,16.2938,0.5573,0.3877
URFD_adl,adl-14,ADL,166,12.6511,0.5845,0.4008
URFD_adl,adl-14,ADL,167,11.5123,0.5761,0.4342
URFD_adl,adl-14,ADL,168,12.1068,0.5905,0.4443
URFD_adl,adl-14,ADL,169,10.5112,0.6060,0.4845
URFD_adl,adl-14,ADL,170,6.7160,0.6311,0.5398
URFD_adl,adl-14,ADL,171,8.2716,0.6369,0.4853
URFD_adl,adl-14,ADL,172,8.0646,0.6332,0.4733
URFD_adl,adl-14,ADL,173,8.3800,0.6384,0.4359
URFD_adl,adl-14,ADL,174,12.9448,0.6414,0.4910
URFD_adl,adl-14,ADL,175,11.8970,0.6501,0.5153
URFD_adl,adl-14,ADL,176,10.4542,0.6477,0.4190
URFD_adl,adl-14,ADL,177,13.0654,0.6503,0.5817
URFD_adl,adl-14,ADL,178,15.1427,0.6509,0.5215
URFD_adl,adl-14,ADL,179,13.7384,0.6458,0.5115
URFD_adl,adl-14,ADL,180,13.4440,0.6549,0.5726
URFD_adl,adl-14,ADL,181,14.0516,0.6433,0.4221
URFD_adl,adl-14,ADL,182,12.2506,0.6667,0.4131
URFD_adl,adl-14,ADL,183,12.7503,0.6587,0.4879
URFD_adl,adl-14,ADL,184,13.2293,0.6470,0.4789
URFD_adl,adl-14,ADL,185,10.9098,0.6433,0.4659
URFD_adl,adl-14,ADL,186,11.6296,0.6459,0.4377
URFD_adl,adl-14,ADL,187,11.3278,0.6442,0.4153
URFD_adl,adl-14,ADL,188,12.2079,0.6263,0.4432
URFD_adl,adl-14,ADL,189,11.2261,0.6198,0.3786
URFD_adl,adl-14,ADL,190,12.6484,0.6240,0.3638
URFD_adl,adl-14,ADL,191,11.8747,0.6193,0.4031
URFD_adl,adl-14,ADL,192,12.3617,0.6062,0.3842
URFD_adl,adl-14,ADL,193,11.5234,0.5990,0.4392
URFD_adl,adl-14,ADL,194,10.6499,0.5882,0.3783
URFD_adl,adl-14,ADL,195,10.0541,0.5922,0.4562
URFD_adl,adl-14,ADL,196,10.5426,0.5896,0.3547
URFD_adl,adl-14,ADL,197,11.9241,0.5800,0.3366
URFD_adl,adl-14,ADL,198,11.2679,0.5735,0.3527
URFD_adl,adl-14,ADL,199,9.6121,0.5728,0.3467
URFD_adl,adl-14,ADL,200,11.5751,0.5578,0.3107
URFD_adl,adl-14,ADL,201,12.6722,0.5447,0.3065
URFD_adl,adl-14,ADL,202,10.8599,0.5417,0.2996
URFD_adl,adl-14,ADL,203,12.0200,0.5263,0.2962
URFD_adl,adl-14,ADL,204,11.6513,0.5175,0.2912
URFD_adl,adl-14,ADL,205,9.1677,0.5111,0.2849
URFD_adl,adl-14,ADL,206,10.0346,0.5065,0.2800
URFD_adl,adl-14,ADL,207,9.4593,0.4981,0.2741
URFD_adl,adl-14,ADL,208,9.5155,0.4918,0.2747
URFD_adl,adl-14,ADL,209,8.1969,0.4963,0.2640
URFD_adl,adl-14,ADL,210,7.2731,0.4931,0.2590
URFD_adl,adl-14,ADL,211,6.4034,0.4796,0.2504
URFD_adl,adl-14,ADL,212,6.1332,0.4799,0.2425
URFD_adl,adl-14,ADL,213,5.5182,0.4745,0.2413
URFD_adl,adl-14,ADL,214,4.7940,0.4706,0.2317
URFD_adl,adl-14,ADL,215,4.6110,0.4679,0.2295
URFD_adl,adl-14,ADL,216,4.2612,0.4573,0.2316
URFD_adl,adl-14,ADL,217,3.4185,0.4534,0.2320
URFD_adl,adl-14,ADL,218,3.9023,0.4472,0.2320
URFD_adl,adl-14,ADL,219,2.3442,0.4438,0.2336
URFD_adl,adl-14,ADL,220,2.1732,0.4443,0.2384
URFD_adl,adl-14,ADL,221,1.5921,0.4422,0.2330
URFD_adl,adl-14,ADL,222,0.9631,0.4382,0.2387
URFD_adl,adl-14,ADL,223,0.1911,0.4374,0.2428
URFD_adl,adl-14,ADL,224,0.1524,0.4424,0.2413
URFD_adl,adl-14,ADL,225,0.9186,0.4355,0.2390
URFD_adl,adl-14,ADL,226,1.4858,0.4416,0.2459
URFD_adl,adl-14,ADL,227,1.9864,0.4394,0.2511
URFD_adl,adl-14,ADL,228,2.5655,0.4376,0.2504
URFD_adl,adl-14,ADL,229,2.3869,0.4367,0.2551
URFD_adl,adl-14,ADL,230,3.4944,0.4294,0.2505
URFD_adl,adl-14,ADL,231,2.4286,0.4382,0.2522
URFD_adl,adl-14,ADL,232,2.7131,0.4389,0.2529
URFD_adl,adl-14,ADL,233,3.4792,0.4341,0.2521
URFD_adl,adl-14,ADL,234,3.4270,0.4367,0.2518
URFD_adl,adl-14,ADL,235,3.8946,0.4359,0.2610
URFD_adl,adl-15,ADL,1,,,
URFD_adl,adl-15,ADL,2,,,
URFD_adl,adl-15,ADL,3,,,
URFD_adl,adl-15,ADL,4,,,
URFD_adl,adl-15,ADL,5,,,
URFD_adl,adl-15,ADL,6,,,
URFD_adl,adl-15,ADL,7,,,
URFD_adl,adl-15,ADL,8,,,
URFD_adl,adl-15,ADL,9,,,
URFD_adl,adl-15,ADL,10,,,
URFD_adl,adl-15,ADL,11,,,
URFD_adl,adl-15,ADL,12,,,
URFD_adl,adl-15,ADL,13,,,
URFD_adl,adl-15,ADL,14,,,
URFD_adl,adl-15,ADL,15,,,
URFD_adl,adl-15,ADL,16,,,
URFD_adl,adl-15,ADL,17,,,
URFD_adl,adl-15,ADL,18,,,
URFD_adl,adl-15,ADL,19,,,
URFD_adl,adl-15,ADL,20,,,
URFD_adl,adl-15,ADL,21,,,
URFD_adl,adl-15,ADL,22,,,
URFD_adl,adl-15,ADL,23,,,
URFD_adl,adl-15,ADL,24,,,
URFD_adl,adl-15,ADL,25,,,
URFD_adl,adl-15,ADL,26,,,
URFD_adl,adl-15,ADL,27,,,
URFD_adl,adl-15,ADL,28,,,
URFD_adl,adl-15,ADL,29,,,
URFD_adl,adl-15,ADL,30,,,
URFD_adl,adl-15,ADL,31,,,
URFD_adl,adl-15,ADL,32,,,
URFD_adl,adl-15,ADL,33,,,
URFD_adl,adl-15,ADL,34,,,
URFD_adl,adl-15,ADL,35,,,
URFD_adl,adl-15,ADL,36,,,
URFD_adl,adl-15,ADL,37,,,
URFD_adl,adl-15,ADL,38,,,
URFD_adl,adl-15,ADL,39,,,
URFD_adl,adl-15,ADL,40,,,
URFD_adl,adl-15,ADL,41,,,
URFD_adl,adl-15,ADL,42,,,
URFD_adl,adl-15,ADL,43,,,
URFD_adl,adl-15,ADL,44,,,
URFD_adl,adl-15,ADL,45,,,
URFD_adl,adl-15,ADL,46,,,
URFD_adl,adl-15,ADL,47,,,
URFD_adl,adl-15,ADL,48,,,
URFD_adl,adl-15,ADL,49,,,
URFD_adl,adl-15,ADL,50,,,
URFD_adl,adl-15,ADL,51,,,
URFD_adl,adl-15,ADL,52,,,
URFD_adl,adl-15,ADL,53,,,
URFD_adl,adl-15,ADL,54,,,
URFD_adl,adl-15,ADL,55,,,
URFD_adl,adl-15,ADL,56,,,
URFD_adl,adl-15,ADL,57,,,
URFD_adl,adl-15,ADL,58,,,
URFD_adl,adl-15,ADL,59,,,
URFD_adl,adl-15,ADL,60,,,
URFD_adl,adl-15,ADL,61,,,
URFD_adl,adl-15,ADL,62,,,
URFD_adl,adl-15,ADL,63,,,
URFD_adl,adl-15,ADL,64,,,
URFD_adl,adl-15,ADL,65,,,
URFD_adl,adl-15,ADL,66,,,
URFD_adl,adl-15,ADL,67,,,
URFD_adl,adl-15,ADL,68,,,
URFD_adl,adl-15,ADL,69,,,
URFD_adl,adl-15,ADL,70,,,
URFD_adl,adl-15,ADL,71,,,
URFD_adl,adl-15,ADL,72,8.2131,0.5440,0.2924
URFD_adl,adl-15,ADL,73,5.1786,0.5465,0.2361
URFD_adl,adl-15,ADL,74,3.9037,0.5513,0.2551
URFD_adl,adl-15,ADL,75,1.9636,0.5582,0.2459
URFD_adl,adl-15,ADL,76,1.2593,0.5564,0.2515
URFD_adl,adl-15,ADL,77,0.1394,0.5556,0.2859
URFD_adl,adl-15,ADL,78,1.1995,0.5418,0.2773
URFD_adl,adl-15,ADL,79,2.2722,0.5350,0.2900
URFD_adl,adl-15,ADL,80,2.6388,0.5347,0.3840
URFD_adl,adl-15,ADL,81,0.3728,0.5392,0.3754
URFD_adl,adl-15,ADL,82,1.2869,0.5386,0.3395
URFD_adl,adl-15,ADL,83,0.3954,0.5264,0.2649
URFD_adl,adl-15,ADL,84,0.5128,0.5450,0.2669
URFD_adl,adl-15,ADL,85,1.0055,0.5510,0.3421
URFD_adl,adl-15,ADL,86,1.0313,0.5641,0.3027
URFD_adl,adl-15,ADL,87,1.2925,0.5585,0.3196
URFD_adl,adl-15,ADL,88,0.8813,0.5530,0.3099
URFD_adl,adl-15,ADL,89,1.1390,0.5446,0.3396
URFD_adl,adl-15,ADL,90,1.5694,0.5588,0.2841
URFD_adl,adl-15,ADL,91,2.2120,0.5542,0.3080
URFD_adl,adl-15,ADL,92,2.0197,0.5292,0.2458
URFD_adl,adl-15,ADL,93,2.5565,0.5262,0.2673
URFD_adl,adl-15,ADL,94,2.5104,0.5227,0.2531
URFD_adl,adl-15,ADL,95,2.2492,0.5134,0.2581
URFD_adl,adl-15,ADL,96,1.7362,0.5066,0.2323
URFD_adl,adl-15,ADL,97,0.7767,0.5096,0.2532
URFD_adl,adl-15,ADL,98,1.5232,0.5142,0.2438
URFD_adl,adl-15,ADL,99,0.8196,0.5041,0.2566
URFD_adl,adl-15,ADL,100,0.2430,0.4997,0.2518
URFD_adl,adl-15,ADL,101,0.3719,0.5016,0.2517
URFD_adl,adl-15,ADL,102,0.1243,0.4930,0.2521
URFD_adl,adl-15,ADL,103,0.2597,0.4968,0.2540
URFD_adl,adl-15,ADL,104,0.4220,0.4981,0.2369
URFD_adl,adl-15,ADL,105,0.9630,0.4993,0.2362
URFD_adl,adl-15,ADL,106,0.0536,0.5043,0.2368
URFD_adl,adl-15,ADL,107,1.3017,0.4967,0.2403
URFD_adl,adl-15,ADL,108,0.0133,0.5000,0.2269
URFD_adl,adl-15,ADL,109,1.3511,0.4942,0.2428
URFD_adl,adl-15,ADL,110,2.7051,0.4993,0.2540
URFD_adl,adl-15,ADL,111,1.6492,0.4942,0.2485
URFD_adl,adl-15,ADL,112,2.5968,0.4964,0.2516
URFD_adl,adl-15,ADL,113,2.2245,0.5001,0.2368
URFD_adl,adl-15,ADL,114,2.0737,0.4998,0.2418
URFD_adl,adl-15,ADL,115,2.6759,0.4978,0.2251
URFD_adl,adl-15,ADL,116,2.9205,0.4938,0.2261
URFD_adl,adl-15,ADL,117,2.7396,0.4844,0.2500
URFD_adl,adl-15,ADL,118,4.3244,0.4881,0.2445
URFD_adl,adl-15,ADL,119,4.4433,0.4844,0.2834
URFD_adl,adl-15,ADL,120,3.9326,0.4795,0.2525
URFD_adl,adl-15,ADL,121,2.6603,0.4871,0.2652
URFD_adl,adl-15,ADL,122,2.0324,0.4808,0.2595
URFD_adl,adl-15,ADL,123,1.9631,0.4787,0.2615
URFD_adl,adl-15,ADL,124,2.8157,0.4791,0.2678
URFD_adl,adl-15,ADL,125,1.6380,0.4782,0.2799
URFD_adl,adl-15,ADL,126,2.2204,0.4805,0.2776
URFD_adl,adl-15,ADL,127,1.8949,0.4798,0.2811
URFD_adl,adl-15,ADL,128,2.5654,0.4822,0.2797
URFD_adl,adl-15,ADL,129,0.7944,0.4747,0.2922
URFD_adl,adl-15,ADL,130,1.1888,0.4725,0.2893
URFD_adl,adl-15,ADL,131,1.7143,0.4727,0.2847
URFD_adl,adl-15,ADL,132,1.8707,0.4702,0.2957
URFD_adl,adl-15,ADL,133,1.8258,0.4690,0.2899
URFD_adl,adl-15,ADL,134,2.8964,0.4681,0.2891
URFD_adl,adl-15,ADL,135,2.1508,0.4657,0.2849
URFD_adl,adl-15,ADL,136,1.5159,0.4721,0.2682
URFD_adl,adl-15,ADL,137,0.5273,0.4676,0.2673
URFD_adl,adl-15,ADL,138,0.6758,0.4626,0.2707
URFD_adl,adl-15,ADL,139,0.3099,0.4659,0.2648
URFD_adl,adl-15,ADL,140,0.3016,0.4601,0.2704
URFD_adl,adl-15,ADL,141,0.0328,0.4642,0.2570
URFD_adl,adl-15,ADL,142,0.6762,0.4648,0.2404
URFD_adl,adl-15,ADL,143,0.7361,0.4687,0.2342
URFD_adl,adl-15,ADL,144,1.9113,0.4667,0.2287
URFD_adl,adl-15,ADL,145,2.5303,0.4667,0.2318
URFD_adl,adl-15,ADL,146,2.4261,0.4650,0.2363
URFD_adl,adl-15,ADL,147,2.6866,0.4668,0.2395
URFD_adl,adl-15,ADL,148,2.6937,0.4644,0.2424
URFD_adl,adl-15,ADL,149,2.3348,0.4615,0.2344
URFD_adl,adl-15,ADL,150,2.6986,0.4640,0.2423
URFD_adl,adl-15,ADL,151,3.0309,0.4672,0.2438
URFD_adl,adl-15,ADL,152,3.6009,0.4689,0.2583
URFD_adl,adl-15,ADL,153,3.3589,0.4678,0.2575
URFD_adl,adl-15,ADL,154,3.1933,0.4691,0.2620
URFD_adl,adl-15,ADL,155,3.3215,0.4721,0.2591
URFD_adl,adl-15,ADL,156,3.4358,0.4706,0.2507
URFD_adl,adl-15,ADL,157,3.7004,0.4696,0.2615
URFD_adl,adl-15,ADL,158,3.6413,0.4657,0.2631
URFD_adl,adl-15,ADL,159,3.9296,0.4695,0.2652
URFD_adl,adl-15,ADL,160,3.6515,0.4688,0.2673
